,date,visitors,weather_rain,weather_temp
2256,2021-07-16,6386,0.0,24.7
2257,2021-07-17,6051,0.0,29.9
2258,2021-07-18,6454,0.0,25.3
2259,2021-07-19,6578,0.0,23.1
2260,2021-07-20,7123,0.0,23.8
2261,2021-07-21,7380,0.0,24.8
2262,2021-07-22,7237,0.0,27.9
2263,2021-07-23,7441,0.0,24.7
2264,2021-07-24,6992,0.0,27.9
2265,2021-07-25,6455,0.0,26.5
2266,2021-07-26,6634,0.0,26.8
2267,2021-07-27,6506,1.0,27.8
2268,2021-07-28,6698,0.0,26.8
2269,2021-07-29,6777,1.0,24.0
2270,2021-07-30,5580,1.0,21.2
2271,2021-07-31,6058,1.0,21.7
2272,2021-08-01,6672,0.0,21.6
2273,2021-08-02,5960,1.0,20.0
2274,2021-08-03,7039,0.0,21.5
2275,2021-08-04,6666,0.0,23.4
2276,2021-08-05,7024,0.0,22.7
2277,2021-08-06,7081,0.0,22.1
2278,2021-08-07,5301,1.0,18.3
2279,2021-08-08,4407,1.0,20.8
2280,2021-08-09,4022,0.0,23.7
2281,2021-08-10,4047,1.0,22.0
2282,2021-08-11,4598,0.0,23.1
2283,2021-08-12,5868,0.0,23.1
2284,2021-08-13,5184,1.0,25.5
2285,2021-08-14,5190,1.0,21.3
2286,2021-08-15,3933,1.0,20.7
2287,2021-08-16,2333,1.0,18.3
2288,2021-08-17,1865,0.0,20.3
2289,2021-08-18,1397,1.0,21.0
2290,2021-08-19,2910,0.0,21.1
2291,2021-08-20,2858,1.0,21.2
2292,2021-08-21,5655,0.0,20.3
2293,2021-08-22,5604,0.0,21.3
2294,2021-08-28,3968,1.0,14.7
2295,2021-08-29,4977,0.0,19.2
2296,2021-09-04,5032,0.0,16.6
2297,2021-09-05,3587,0.0,18.7
2298,2021-09-11,4860,1.0,19.4
2299,2021-09-12,2754,1.0,21.8
2300,2021-09-18,3461,0.0,11.7
2301,2021-09-19,3733,0.0,12.3
2302,2021-09-25,3536,0.0,18.7
2303,2021-09-26,4168,0.0,19.3
2304,2021-10-02,1952,1.0,14.1
2305,2021-10-03,1294,1.0,14.6
2306,2021-10-09,2546,0.0,16.8
2307,2021-10-10,1908,0.0,14.6
2308,2021-10-16,1177,0.0,13.9
2309,2021-10-17,3399,0.0,10.6
2310,2021-10-23,6465,0.0,7.1
2311,2021-10-24,4594,0.0,10.6
2312,2021-10-30,10409,0.0,8.4
2313,2021-10-31,6933,0.0,13.2
2314,2021-11-01,5952,0.0,12.3
2315,2021-11-02,4398,1.0,9.1
2316,2021-11-03,3602,1.0,9.1
2317,2021-11-04,7218,0.0,10.4
2318,2021-11-05,8939,1.0,8.2
2319,2021-11-06,9727,0.0,9.9
2320,2021-11-07,3366,1.0,9.7
2321,2021-11-27,3237,0.0,0.9
2322,2021-11-28,1722,0.0,-0.3
2323,2021-12-04,5536,0.0,-3.0
2324,2021-12-05,3312,0.0,-5.1
2325,2021-12-11,5625,0.0,2.4
2326,2021-12-12,4461,0.0,0.7
2327,2021-12-18,5716,0.0,6.0
2328,2021-12-19,5053,0.0,4.1
2329,2022-04-07,838,1.0,4.1
2330,2022-04-09,3332,1.0,5.4
2331,2022-04-10,4856,0.0,10.6
2332,2022-04-11,3009,0.0,12.1
2333,2022-04-12,2970,0.0,12.9
2334,2022-04-13,2365,0.0,8.6
2335,2022-04-14,3892,1.0,10.2
2336,2022-04-15,7062,0.0,10.9
2337,2022-04-16,7135,0.0,15.9
2338,2022-04-17,7117,0.0,17.2
2339,2022-04-18,7262,0.0,18.4
2340,2022-04-23,5108,0.0,12.6
2341,2022-04-24,4297,0.0,10.1
2342,2022-04-30,3876,0.0,13.6
2343,2022-05-01,3419,0.0,15.1
2344,2022-05-07,4501,0.0,15.3
2345,2022-05-08,3860,0.0,14.5
2346,2022-05-14,4898,1.0,17.8
2347,2022-05-15,3581,0.0,18.7
2348,2022-05-21,4012,0.0,14.3
2349,2022-05-22,3645,0.0,17.8
2350,2022-05-26,6099,1.0,14.8
2351,2022-05-27,7239,0.0,16.6
2352,2022-05-28,3874,1.0,12.9
2353,2022-05-29,3829,0.0,18.4
2354,2022-06-02,1596,0.0,17.5
2355,2022-06-03,2386,0.0,19.1
2356,2022-06-04,5862,0.0,22.4
2357,2022-06-05,6667,0.0,24.4
2358,2022-06-06,6334,0.0,20.9
2359,2022-06-07,1470,1.0,16.4
2360,2022-06-08,1410,0.0,19.5
2361,2022-06-09,1839,0.0,23.3
2362,2022-06-10,2223,0.0,23.7
2363,2022-06-11,6367,0.0,22.4
2364,2022-06-12,5242,1.0,21.0
2365,2022-06-13,2935,1.0,19.6
2366,2022-06-14,1762,1.0,22.9
2367,2022-06-15,2349,0.0,24.6
2368,2022-06-16,1468,1.0,21.4
2369,2022-06-17,3576,0.0,25.9
2370,2022-06-18,6321,0.0,22.7
2371,2022-06-19,5615,0.0,20.3
2372,2022-06-20,3247,1.0,19.4
2373,2022-06-21,3885,0.0,24.8
2374,2022-06-22,3141,0.0,21.3
2375,2022-06-23,2543,0.0,24.7
2376,2022-06-24,5587,0.0,27.7
2377,2022-06-25,5568,0.0,29.6
2378,2022-06-26,4940,0.0,29.4
2379,2022-06-27,3571,0.0,31.5
2380,2022-06-28,4385,1.0,29.2
2381,2022-06-29,5076,0.0,27.1
2382,2022-06-30,4698,1.0,24.9
2383,2022-07-01,3465,0.0,26.8
2384,2022-07-02,6001,0.0,22.6
2385,2022-07-03,6787,1.0,24.1
2386,2022-07-04,4306,1.0,23.3
2387,2022-07-05,7657,0.0,20.9
2388,2022-07-06,7726,0.0,22.1
2389,2022-07-07,4220,1.0,18.4
2390,2022-07-08,6768,0.0,21.6
2391,2022-07-09,7672,0.0,22.0
2392,2022-07-10,6081,1.0,18.2
2393,2022-07-11,8192,0.0,23.0
2394,2022-07-12,8641,0.0,27.0
2395,2022-07-13,8423,1.0,24.9
2396,2022-07-14,7511,1.0,20.8
2397,2022-07-15,8236,1.0,19.3
2398,2022-07-16,8064,1.0,19.7
2399,2022-07-17,8422,0.0,21.5
2400,2022-07-18,9160,0.0,23.3
2401,2022-07-19,8811,0.0,26.5
2402,2022-07-20,7905,0.0,33.0
2403,2022-07-21,5626,0.0,35.6
2404,2022-07-22,6638,1.0,27.0
2405,2022-07-23,8343,0.0,16.6
2406,2022-07-24,9044,0.0,21.8
2407,2022-07-25,6534,1.0,24.1
2408,2022-07-26,8484,0.0,21.1
2409,2022-07-27,8538,0.0,22.1
2410,2022-07-28,9010,0.0,21.8
2411,2022-07-29,8962,0.0,24.4
2412,2022-07-30,8440,0.0,26.5
2413,2022-07-31,8845,0.0,25.4
2414,2022-08-01,7517,0.0,23.8
2415,2022-08-02,8884,0.0,24.6
2416,2022-08-03,8740,1.0,27.2
2417,2022-08-04,7166,1.0,30.3
2418,2022-08-05,4643,1.0,23.5
2419,2022-08-06,8579,0.0,20.7
2420,2022-08-07,5871,0.0,20.4
2421,2022-08-08,6294,0.0,22.0
2422,2022-08-09,6973,0.0,25.1
2423,2022-08-10,6349,0.0,26.6
2424,2022-08-11,4686,0.0,28.4
2425,2022-08-12,3846,0.0,29.7
2426,2022-08-13,5957,0.0,30.9
2427,2022-08-14,3623,0.0,28.7
2428,2022-08-15,3622,1.0,26.3
2429,2022-08-16,2701,1.0,28.3
2430,2022-08-17,2202,0.0,28.0
2431,2022-08-18,1812,0.0,27.8
2432,2022-08-19,1914,0.0,29.8
2433,2022-08-20,4382,0.0,24.4
2434,2022-08-21,4950,0.0,24.5
2435,2022-08-27,5742,1.0,25.7
2436,2022-08-28,1242,1.0,16.7
2437,2022-09-03,5400,0.0,14.6
2438,2022-09-04,4157,0.0,17.1
2439,2022-09-10,5303,1.0,13.6
2440,2022-09-11,4771,0.0,17.9
2441,2022-09-17,4787,0.0,16.9
2442,2022-09-18,5532,0.0,18.1
2443,2022-09-24,4787,0.0,17.8
2444,2022-09-25,6250,1.0,15.6
2445,2022-10-06,1794,0.0,15.4
2446,2022-10-08,4645,0.0,14.8
2447,2022-10-09,4218,0.0,13.3
2448,2022-10-15,5616,1.0,15.2
2449,2022-10-16,4648,1.0,15.9
2450,2022-10-22,7422,1.0,9.9
2451,2022-10-23,5252,1.0,9.9
2452,2022-10-29,9406,0.0,14.7
2453,2022-10-30,7651,0.0,10.2
2454,2022-10-31,6135,0.0,14.0
2455,2022-11-01,5231,1.0,11.4
2456,2022-11-02,5060,1.0,13.0
2457,2022-11-03,8022,0.0,10.0
2458,2022-11-04,9415,0.0,10.6
2459,2022-11-05,9394,1.0,9.9
2460,2022-11-06,6501,1.0,10.4
2461,2022-11-24,1099,0.0,2.6
2462,2022-11-26,3372,1.0,2.7
2463,2022-11-27,2013,0.0,1.2
2464,2022-12-03,4736,0.0,-0.7
2465,2022-12-04,4824,0.0,-0.3
2466,2022-12-10,5365,1.0,-4.1
2467,2022-12-11,5006,0.0,-5.4
2468,2022-12-17,4307,0.0,-2.0
2469,2022-12-18,4854,0.0,3.5
2470,2022-12-27,2235,0.0,3.9
2471,2022-12-28,1727,1.0,0.6
2472,2022-12-29,1316,1.0,6.6
2473,2022-12-30,2047,0.0,6.0
2474,2022-12-31,1494,0.0,8.9
2475,2023-01-01,1302,1.0,3.2
2476,2023-01-02,836,1.0,5.6
2477,2023-01-03,1683,0.0,-1.0
2478,2023-01-04,738,1.0,0.2
2479,2023-01-05,781,1.0,-0.8
2480,2023-01-06,2029,1.0,-2.6
2481,2023-01-07,1972,1.0,2.7
2482,2023-01-08,938,1.0,4.8
2483,2023-03-30,721,1.0,1.3
2484,2023-04-01,2022,0.0,5.7
2485,2023-04-02,1982,0.0,6.3
2486,2023-04-06,1389,0.0,4.7
2487,2023-04-07,3381,0.0,5.0
2488,2023-04-08,5016,0.0,11.8
2489,2023-04-09,5971,0.0,12.0
2490,2023-04-10,5846,0.0,10.8
2491,2023-04-11,1844,0.0,13.9
2492,2023-04-12,1265,0.0,13.1
2493,2023-04-13,1301,0.0,12.9
2494,2023-04-14,1289,0.0,7.9
2495,2023-04-15,3793,0.0,12.8
2496,2023-04-16,2887,0.0,13.1
2497,2023-04-22,4797,0.0,20.8
2498,2023-04-23,1777,0.0,19.3
2499,2023-04-29,2089,0.0,12.4
2500,2023-04-30,3482,0.0,12.0
2501,2023-05-01,1891,1.0,12.6
2502,2023-05-06,3132,0.0,8.8
2503,2023-05-07,2514,0.0,13.8
2504,2023-05-13,6064,0.0,23.4
2505,2023-05-14,3783,0.0,23.7
2506,2023-05-18,4890,0.0,17.1
2507,2023-05-19,6492,0.0,19.5
2508,2023-05-20,5156,0.0,19.1
2509,2023-05-21,6633,0.0,22.6
2510,2023-05-27,3975,0.0,21.3
2511,2023-05-28,7679,0.0,18.8
2512,2023-06-03,4355,0.0,20.9
2513,2023-06-04,4612,0.0,20.5
2514,2023-06-05,4885,0.0,25.6
2515,2023-06-06,5319,0.0,26.0
2516,2023-06-07,2888,0.0,20.8
2517,2023-06-08,2356,0.0,26.3
2518,2023-06-09,4596,0.0,18.7
2519,2023-06-10,4629,0.0,19.5
2520,2023-06-11,4451,0.0,21.5
2521,2023-06-12,4133,0.0,24.2
2522,2023-06-13,2542,0.0,26.8
2523,2023-06-14,3304,0.0,28.0
2524,2023-06-15,1882,0.0,26.9
2525,2023-06-16,1738,0.0,27.8
2526,2023-06-17,3998,0.0,28.0
2527,2023-06-18,1717,1.0,17.1
2528,2023-06-19,1860,0.0,20.8
2529,2023-06-20,2424,0.0,27.0
2530,2023-06-21,2620,1.0,25.8
2531,2023-06-22,2142,0.0,25.7
2532,2023-06-23,6253,0.0,26.5
2533,2023-06-24,4699,0.0,27.5
2534,2023-06-25,3942,0.0,30.2
2535,2023-06-26,3856,0.0,26.9
2536,2023-06-27,5054,0.0,24.9
2537,2023-06-28,4821,0.0,28.4
2538,2023-06-29,3449,0.0,26.7
2539,2023-06-30,2917,1.0,21.7
2540,2023-07-01,5838,0.0,21.8
2541,2023-07-02,3326,1.0,21.0
2542,2023-07-03,3188,1.0,16.9
2543,2023-07-04,5770,1.0,20.4
2544,2023-07-05,5714,1.0,22.7
2545,2023-07-06,4623,1.0,21.0
2546,2023-07-07,4442,0.0,22.5
2547,2023-07-08,6329,0.0,27.0
2548,2023-07-09,5628,0.0,27.4
2549,2023-07-10,6540,0.0,24.4
2550,2023-07-11,8025,0.0,21.6
2551,2023-07-12,4765,1.0,20.9
2552,2023-07-13,7608,1.0,22.3
2553,2023-07-14,6771,0.0,23.0
2554,2023-07-15,7498,0.0,23.4
2555,2023-07-16,3843,1.0,24.4
2556,2023-07-17,5321,1.0,21.6
2557,2023-07-18,10289,1.0,21.6
2558,2023-07-19,9372,0.0,20.9
2559,2023-07-20,9095,0.0,21.4
2560,2023-07-21,7861,0.0,22.4
2561,2023-07-22,7024,1.0,19.4
2562,2023-07-23,7327,0.0,22.5
2563,2023-07-24,5736,1.0,20.4
2564,2023-07-25,8365,0.0,23.1
2565,2023-07-26,10050,0.0,22.2
2566,2023-07-27,6391,1.0,19.3
2567,2023-07-28,6786,1.0,20.0
2568,2023-07-29,9498,0.0,24.6
2569,2023-07-30,4360,0.0,23.9
2570,2023-07-31,4272,1.0,21.1
2571,2023-08-01,7701,1.0,21.0
2572,2023-08-02,5781,0.0,20.2
2573,2023-08-03,2866,1.0,17.6
2574,2023-08-04,4871,1.0,22.0
2575,2023-08-05,7196,0.0,20.6
2576,2023-08-06,3201,1.0,18.1
2577,2023-08-07,2927,0.0,21.8
2578,2023-08-08,2344,1.0,16.6
2579,2023-08-09,2476,1.0,14.2
2580,2023-08-10,2943,1.0,18.1
2581,2023-08-11,4815,0.0,21.1
2582,2023-08-12,5482,0.0,22.5
2583,2023-08-13,4066,0.0,23.4
2584,2023-08-14,4279,1.0,23.9
2585,2023-08-15,2297,1.0,24.6
2586,2023-08-16,7131,0.0,22.2
2587,2023-08-17,5516,0.0,22.8
2588,2023-08-18,2404,0.0,23.4
2589,2023-08-19,4425,0.0,19.9
2590,2023-08-20,2840,1.0,17.7
2591,2023-08-26,2205,1.0,17.3
2592,2023-08-27,6075,0.0,21.2
2593,2023-09-02,3393,0.0,21.1
2594,2023-09-03,5333,0.0,20.6
2595,2023-09-09,4988,0.0,25.3
2596,2023-09-10,8783,0.0,25.6
2597,2023-09-16,4174,0.0,21.7
2598,2023-09-17,5999,0.0,17.5
2599,2023-09-23,3749,0.0,19.5
2600,2023-09-24,6084,0.0,16.9
2601,2023-10-05,1457,1.0,11.4
2602,2023-10-07,4314,0.0,10.8
2603,2023-10-08,2252,0.0,10.4
2604,2023-10-14,5470,0.0,12.0
2605,2023-10-15,3590,0.0,11.3
2606,2023-10-21,4347,1.0,5.6
2607,2023-10-22,4527,1.0,7.2
2608,2023-10-28,8357,0.0,2.9
2609,2023-10-29,6281,1.0,5.2
2610,2023-10-30,3557,1.0,6.9
2611,2023-10-31,2873,1.0,7.0
2612,2023-11-01,6102,0.0,0.0


